alg,instance,cycle,budget,risk,fit,solution
ILS,nrp1,5,30,0,1204.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SS-SS-SSSS--SSSS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,6,30,0,1197.0,[---SSS-SS-S-----SS-S----S-S---S--S--SS----S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,7,30,0,1192.0,[--SSSS-SS-S----SSS---S-----S--SS-----S----S--SS----S-------SS-SSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,8,30,0,1197.0,[---SSS-SS-S-----SS-S----S-S---S--S--SS----S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,9,30,0,1188.0,[--SSSS-S--S-----SS-S-S--S--S---S-S---S----S---S----S----SS-S-SSS-S--S-S-S-SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,10,30,0,1123.0,[---SSS-S-S----S-SS------------S--S---SS---S---S----S------S-SS-SSS--S-SS--S--S-SS-S-SSSS-SS----S-S-S]
ILS,nrp1,11,30,0,1201.0,[--SSSS-SS-------SS-S----S-SS--S-----SS----S--------S-------SSSSSSS--S-SSS-S--S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,12,30,0,1195.0,[--SSSS-S--------SS-S-S--S--S--SS-----S----S--------S-------SSSSSSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,13,30,0,1201.0,[--SSSS-SS-------SS-S----S-SS--S-----SS----S--------S-------SSSSSSS--S-SSS-S--S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,14,30,0,1204.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SS-SS-SSSS--SSSS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,15,30,0,1197.0,[---SSS-SS-S-----SS-S----S-S---S--S--SS----S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,16,30,0,1156.0,[--SSSS-S--S-----SS-S-------S--S--S---S----S--------S------SSSSSSSS--S-SSS-S--S-S--S-SS-S-SS----S-S-S]
ILS,nrp1,17,30,0,1204.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SS-SS-SSSS--SSSS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,18,30,0,1118.0,[SS-SSS-S--S----SSS-S--S-S------------S----SS--SS---S---------SSS-S--S-S-S-S--S-S--S-SS-S-SS----S-S--]
ILS,nrp1,19,30,0,1153.0,[---SSS-S--S-----SS-S----S-----S--S---S----S---S----S------S-SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S-S]
ILS,nrp1,20,30,0,1179.0,[--SSSS-S----S---SS------S--S--S--S---S----S---S----SS------SSSSSSS--S-SS--S-SS-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,21,30,0,1192.0,[---SSS-SS-S-----SS-S------S---SS-S--SS-S--S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,22,30,0,1174.0,[S-SSSS-S--S-----SS---------S--S--S---S----SS--S----S-------SSSSSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,23,30,0,1199.0,[--SSSS-SS-------SS-S-S----SS--SS-S--SS----S--------S-------SSSSSSS--S-SSS-SS-S-S--S-SS-S-------S-S--]
ILS,nrp1,24,30,0,1193.0,[--SSSS-S--S-----SS-S----S--S--S--S---S----S---S----S-------SSSSSSS--S-SSS-S--S-S--S-SS-S-SS-S--S-S--]
ILS,nrp1,25,30,0,1190.0,[--SSSS-S--S-S---SS---S-----S--SS-S---S----S--------SS------SSSSSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
ILS,nrp1,26,30,0,1195.0,[--SSSS-SS-S----SSS-S------SS--S--S--SS----S--SS----S-------SS-SSSS--S-SSS-S--S-S--S-SS-S-------S-S--]
ILS,nrp1,27,30,0,1166.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SSSSS-SSSS--S-SS--SS-S-S--S-SS-S-------S-S-S]
ILS,nrp1,28,30,0,1195.0,[--SSSS-SS-S----SSS-S------SS--S--S--SS----S--SS----S-------SS-SSSS--S-SSS-S--S-S--S-SS-S-------S-S--]
ILS,nrp1,29,30,0,1197.0,[---SSS-SS-S-----SS-S----S-S---S--S--SS----S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
VISILS,nrp1,0,30,0,1197.0,[---SSS-SS-S-----SS-S----S-S---S--S--SS----S---S----S--------SS-SSS--S-SSS-SS-S-S--S-SS-S-SS-S--S-S--]
VISILS,nrp1,1,30,0,1204.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SS-SS-SSSS--SSSS--SS-S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,2,30,0,1193.0,[--SSSS-SS-S-----SS---S-----S--SS-S---S----S---S----S----SS-SSSSSSS--S-SS--SS-S-S--S-SS-S-------S-S--]
VISILS,nrp1,3,30,0,1199.0,[--SSSS-SS-------SS-S-S----SS--SS-S--SS----S--------S-------SSSSSSS--S-SSS-SS-S-S--S-SS-S-------S-S--]
VISILS,nrp1,4,30,0,1200.0,[--SSSS-SS-S-----SS-S------SS--S--S--SS----S--------S-------SSSSSSS--S-SSS-S--S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,5,30,0,1198.0,[--SSSS-SS------SSS-S------SS--S--S--SS----S--S-----S-------SS-SSSS--S-SSS-S--S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,6,30,0,1195.0,[--SSSS-S--S----SSS---S-----S--SS-S---S----S---S----S-------SSSSSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,7,30,0,1177.0,[S-SSSS-S--------SS---S-----S--SS-S---S----SS-------S-------SSSSSSS--S-SS--SS-S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,8,30,0,1204.0,[--SSSS-S--S-----SS---S-----S--SS-S---S----S---S----S----SS-SS-SSSS--SSSS--SS-S-S--S-SS-S-SS----S-S--]
VISILS,nrp1,9,30,0,1199.0,[--SSSS-SS-------SS-S-S----SS--SS-S--SS----S--------S-------SSSSSSS--S-SSS-SS-S-S--S-SS-S-------S-S--]
VISILS,nrp1,10,30,0,1183.0,[--SSSS-SS---S--SSS---------S--S--S---S----S--SS----SS------SS-SSSS--S-SS--S-SS-S--S-SS-S-SS----S-S--]
